Id,Predicted
1896,asian fusion
1897,chinese
1898,american (traditional)
1899,american (traditional)
1900,american (traditional)
1901,mediterranean
1902,american (traditional)
1903,canadian (new)
1904,mexican
1905,american (traditional)
1906,american (traditional)
1907,american (traditional)
1908,american (traditional)
1909,american (traditional)
1910,american (traditional)
1911,italian
1912,chinese
1913,american (new)
1914,canadian (new)
1915,mexican
1916,american (traditional)
1917,italian
1918,italian
1919,italian
1920,mediterranean
1921,chinese
1922,mexican
1923,mexican
1924,american (traditional)
1925,chinese
1926,mediterranean
1927,chinese
1928,japanese
1929,asian fusion
1930,american (traditional)
1931,american (traditional)
1932,thai
1933,chinese
1934,mexican
1935,japanese
1936,american (traditional)
1937,italian
1938,mediterranean
1939,italian
1940,italian
1941,chinese
1942,italian
1943,chinese
1944,american (traditional)
1945,chinese
1946,american (traditional)
1947,mexican
1948,american (traditional)
1949,italian
1950,japanese
1951,italian
1952,mexican
1953,mediterranean
1954,american (traditional)
1955,italian
1956,american (traditional)
1957,italian
1958,japanese
1959,mediterranean
1960,american (traditional)
1961,italian
1962,mediterranean
1963,mexican
1964,mediterranean
1965,mexican
1966,mediterranean
1967,italian
1968,american (traditional)
1969,mediterranean
1970,american (traditional)
1971,mexican
1972,american (traditional)
1973,mediterranean
1974,mexican
1975,mediterranean
1976,thai
1977,american (traditional)
1978,american (new)
1979,american (traditional)
1980,american (traditional)
1981,american (traditional)
1982,mediterranean
1983,mexican
1984,chinese
1985,american (new)
1986,japanese
1987,mexican
1988,chinese
1989,mexican
1990,italian
1991,chinese
1992,japanese
1993,chinese
1994,italian
1995,chinese
1996,italian
1997,canadian (new)
1998,mexican
1999,mediterranean
2000,american (traditional)
2001,american (traditional)
2002,mexican
2003,american (traditional)
2004,american (traditional)
2005,mediterranean
2006,japanese
2007,mexican
2008,chinese
2009,asian fusion
2010,japanese
2011,italian
2012,american (traditional)
2013,mexican
2014,american (traditional)
2015,american (traditional)
2016,american (traditional)
2017,italian
2018,chinese
2019,japanese
2020,japanese
2021,american (traditional)
2022,mediterranean
2023,mexican
2024,american (traditional)
2025,mexican
2026,japanese
2027,american (traditional)
2028,mexican
2029,italian
2030,japanese
2031,chinese
2032,american (traditional)
2033,mexican
2034,american (traditional)
2035,chinese
2036,italian
2037,american (new)
2038,italian
2039,mexican
2040,american (traditional)
2041,mediterranean
2042,american (traditional)
2043,thai
2044,american (new)
2045,japanese
2046,japanese
2047,american (traditional)
2048,mexican
2049,japanese
2050,mexican
2051,american (traditional)
2052,chinese
2053,chinese
2054,american (traditional)
2055,chinese
2056,american (new)
2057,canadian (new)
2058,mexican
2059,american (traditional)
2060,american (traditional)
2061,american (traditional)
2062,chinese
2063,asian fusion
2064,american (traditional)
2065,italian
2066,american (new)
2067,italian
2068,mediterranean
2069,chinese
2070,canadian (new)
2071,italian
2072,american (traditional)
2073,japanese
2074,mediterranean
2075,american (traditional)
2076,american (new)
2077,chinese
2078,mexican
2079,canadian (new)
2080,thai
2081,mediterranean
2082,mediterranean
2083,american (traditional)
2084,italian
2085,italian
2086,american (new)
2087,american (traditional)
2088,mexican
2089,mediterranean
2090,american (new)
2091,japanese
2092,american (traditional)
2093,mexican
2094,american (traditional)
2095,asian fusion
2096,italian
2097,mexican
2098,italian
2099,mexican
2100,chinese
2101,asian fusion
2102,chinese
2103,chinese
2104,mexican
2105,american (traditional)
2106,thai
2107,american (new)
2108,mexican
2109,american (traditional)
2110,chinese
2111,american (traditional)
2112,japanese
2113,american (traditional)
2114,asian fusion
2115,japanese
2116,thai
2117,italian
2118,thai
2119,american (new)
2120,american (traditional)
2121,american (traditional)
2122,canadian (new)
2123,japanese
2124,thai
2125,american (traditional)
2126,chinese
2127,chinese
2128,mexican
2129,italian
2130,american (new)
2131,asian fusion
2132,mexican
2133,chinese
2134,american (new)
2135,american (traditional)
2136,american (new)
2137,american (traditional)
2138,italian
2139,american (traditional)
2140,american (traditional)
2141,thai
2142,chinese
2143,italian
2144,american (new)
2145,italian
2146,chinese
2147,italian
2148,american (traditional)
2149,chinese
2150,american (traditional)
2151,american (new)
2152,mexican
2153,chinese
2154,chinese
2155,chinese
2156,american (traditional)
2157,chinese
2158,american (traditional)
2159,italian
2160,mexican
2161,italian
2162,american (traditional)
2163,chinese
2164,chinese
2165,american (traditional)
2166,american (traditional)
2167,italian
2168,canadian (new)
2169,italian
2170,italian
2171,mediterranean
2172,mexican
2173,american (traditional)
2174,american (new)
2175,mexican
2176,american (new)
2177,american (new)
2178,italian
2179,thai
2180,mexican
2181,canadian (new)
2182,italian
2183,chinese
2184,mexican
2185,thai
2186,asian fusion
2187,american (traditional)
2188,american (traditional)
2189,mexican
2190,mexican
2191,mediterranean
2192,chinese
2193,mexican
2194,american (traditional)
2195,american (traditional)
2196,chinese
2197,japanese
2198,thai
2199,american (traditional)
2200,chinese
2201,mexican
2202,mexican
2203,american (traditional)
2204,mexican
2205,thai
2206,italian
2207,italian
2208,chinese
2209,italian
2210,mexican
2211,american (traditional)
2212,chinese
2213,american (traditional)
2214,asian fusion
2215,american (traditional)
2216,japanese
2217,american (traditional)
2218,american (traditional)
2219,chinese
2220,american (traditional)
2221,italian
2222,chinese
2223,japanese
2224,italian
2225,japanese
2226,american (traditional)
2227,italian
2228,american (new)
2229,american (new)
2230,italian
2231,italian
2232,american (traditional)
2233,italian
2234,mexican
2235,american (traditional)
2236,mexican
2237,american (new)
2238,american (traditional)
2239,american (new)
2240,american (traditional)
2241,japanese
2242,chinese
2243,mexican
2244,american (traditional)
2245,american (traditional)
2246,mediterranean
2247,italian
2248,japanese
2249,chinese
2250,mexican
2251,american (new)
2252,american (traditional)
2253,mexican
2254,american (traditional)
2255,american (traditional)
2256,mexican
2257,italian
2258,italian
2259,american (new)
2260,mexican
2261,italian
2262,american (traditional)
2263,mexican
2264,mexican
2265,japanese
2266,mexican
2267,mediterranean
2268,mediterranean
2269,american (new)
2270,italian
2271,italian
2272,canadian (new)
2273,american (traditional)
2274,italian
2275,thai
2276,chinese
2277,american (traditional)
2278,thai
2279,japanese
2280,mexican
2281,american (traditional)
2282,mexican
2283,italian
2284,italian
2285,chinese
2286,american (traditional)
2287,chinese
2288,canadian (new)
2289,mexican
2290,italian
2291,japanese
2292,mexican
2293,thai
2294,american (traditional)
2295,mediterranean
2296,japanese
2297,mexican
2298,asian fusion
2299,italian
2300,american (traditional)
2301,mexican
2302,italian
2303,italian
2304,american (traditional)
2305,thai
2306,mexican
2307,chinese
2308,asian fusion
2309,asian fusion
2310,mexican
2311,italian
2312,japanese
2313,mexican
2314,american (new)
2315,mediterranean
2316,japanese
2317,japanese
2318,american (traditional)
2319,thai
2320,chinese
2321,chinese
2322,italian
2323,american (traditional)
2324,american (traditional)
2325,american (traditional)
2326,american (traditional)
2327,mexican
2328,japanese
2329,mediterranean
2330,american (traditional)
2331,chinese
2332,thai
2333,italian
2334,italian
2335,thai
2336,thai
2337,mexican
2338,japanese
2339,chinese
2340,italian
2341,italian
2342,chinese
2343,american (traditional)
2344,chinese
2345,american (traditional)
2346,italian
2347,chinese
2348,american (traditional)
2349,american (traditional)
2350,chinese
2351,american (traditional)
2352,american (traditional)
2353,american (traditional)
2354,mediterranean
2355,japanese
2356,italian
2357,italian
2358,mexican
2359,american (traditional)
2360,chinese
2361,canadian (new)
2362,american (traditional)
2363,mexican
2364,thai
2365,italian
2366,american (traditional)
2367,italian
2368,italian
2369,mexican
2370,chinese
2371,mexican
2372,american (traditional)
2373,american (new)
2374,japanese
2375,chinese
2376,chinese
2377,mexican
2378,mexican
2379,mexican
2380,american (new)
2381,mexican
2382,mexican
2383,mexican
2384,japanese
2385,japanese
2386,thai
2387,mexican
2388,chinese
2389,japanese
2390,italian
2391,chinese
2392,mediterranean
2393,japanese
2394,american (traditional)
2395,italian
2396,chinese
2397,thai
2398,american (new)
2399,american (traditional)
2400,italian
2401,american (traditional)
2402,american (new)
2403,american (traditional)
2404,american (traditional)
2405,american (traditional)
2406,mediterranean
2407,italian
2408,american (traditional)
2409,italian
2410,american (traditional)
2411,chinese
2412,italian
2413,thai
2414,canadian (new)
2415,american (traditional)
2416,american (new)
2417,japanese
2418,chinese
2419,japanese
2420,american (traditional)
2421,american (traditional)
2422,chinese
2423,american (traditional)
2424,chinese
2425,mexican
2426,chinese
2427,american (traditional)
2428,american (traditional)
2429,mexican
2430,american (traditional)
2431,mexican
2432,american (new)
2433,thai
2434,mexican
2435,american (traditional)
2436,canadian (new)
2437,american (new)
2438,mexican
2439,thai
2440,japanese
2441,mexican
2442,chinese
2443,mexican
2444,american (traditional)
2445,american (new)
2446,thai
2447,mexican
2448,american (traditional)
2449,chinese
2450,american (new)
2451,thai
2452,american (traditional)
2453,chinese
2454,italian
2455,american (traditional)
2456,italian
2457,american (new)
2458,chinese
2459,chinese
2460,japanese
2461,chinese
2462,american (traditional)
2463,italian
2464,italian
2465,italian
2466,chinese
2467,american (traditional)
2468,american (traditional)
2469,american (traditional)
2470,thai
2471,asian fusion
2472,mexican
2473,mexican
2474,american (traditional)
2475,american (new)
2476,thai
2477,mediterranean
2478,american (traditional)
2479,japanese
2480,american (traditional)
2481,italian
2482,american (traditional)
2483,american (traditional)
2484,japanese
2485,japanese
2486,chinese
2487,american (new)
2488,chinese
2489,american (traditional)
2490,american (traditional)
2491,chinese
2492,american (traditional)
2493,italian
2494,american (traditional)
2495,chinese
2496,italian
2497,italian
2498,american (traditional)
2499,japanese
2500,italian
2501,american (traditional)
2502,american (new)
2503,american (traditional)
2504,mexican
2505,japanese
2506,chinese
2507,chinese
2508,american (traditional)
2509,italian
2510,mediterranean
2511,american (traditional)
2512,american (traditional)
2513,american (traditional)
2514,japanese
2515,japanese
2516,american (traditional)
2517,mexican
2518,japanese
2519,japanese
2520,asian fusion
2521,american (new)
2522,american (traditional)
2523,mexican
2524,japanese
2525,italian
2526,american (new)
2527,mexican
2528,italian
2529,japanese
2530,american (new)
2531,american (new)
2532,canadian (new)
2533,chinese
2534,american (traditional)
2535,japanese
2536,chinese
2537,american (new)
2538,american (traditional)
2539,mediterranean
2540,american (traditional)
2541,italian
2542,american (traditional)
2543,chinese
2544,american (traditional)
2545,canadian (new)
2546,mexican
2547,american (traditional)
2548,italian
2549,japanese
2550,mexican
2551,thai
2552,american (traditional)
2553,japanese
2554,mexican
2555,mediterranean
2556,mediterranean
2557,american (new)
2558,italian
2559,mediterranean
2560,italian
2561,italian
2562,american (traditional)
2563,mexican
2564,american (traditional)
2565,american (new)
2566,mexican
2567,chinese
2568,american (traditional)
2569,chinese
2570,italian
2571,mexican
2572,italian
2573,mexican
2574,italian
2575,american (traditional)
2576,american (traditional)
2577,american (new)
2578,mexican
2579,canadian (new)
2580,american (new)
2581,japanese
2582,mexican
2583,mexican
2584,american (traditional)
2585,american (traditional)
2586,mexican
2587,chinese
2588,italian
2589,american (traditional)
2590,chinese
2591,chinese
2592,chinese
2593,chinese
2594,american (new)
2595,american (new)
2596,american (new)
2597,american (new)
2598,american (traditional)
2599,italian
2600,japanese
2601,italian
2602,thai
2603,italian
2604,mexican
2605,chinese
2606,italian
2607,chinese
2608,italian
2609,american (traditional)
2610,italian
2611,american (traditional)
2612,american (traditional)
2613,mexican
2614,chinese
2615,italian
2616,mexican
2617,mexican
2618,mexican
2619,thai
2620,chinese
2621,italian
2622,italian
2623,american (traditional)
2624,mexican
2625,italian
2626,american (traditional)
2627,mexican
2628,japanese
2629,american (new)
2630,italian
2631,mediterranean
2632,mediterranean
2633,thai
2634,chinese
2635,chinese
2636,mexican
2637,american (traditional)
2638,mexican
2639,chinese
2640,american (traditional)
2641,mexican
2642,japanese
2643,american (traditional)
2644,italian
2645,mexican
2646,italian
2647,american (traditional)
2648,american (traditional)
2649,american (traditional)
2650,chinese
2651,japanese
2652,italian
2653,american (new)
2654,american (traditional)
2655,italian
2656,italian
2657,mexican
2658,mexican
2659,american (traditional)
2660,canadian (new)
2661,american (traditional)
2662,mediterranean
2663,american (traditional)
2664,italian
2665,mexican
2666,mediterranean
2667,american (traditional)
2668,chinese
2669,thai
2670,chinese
2671,italian
2672,mediterranean
2673,canadian (new)
2674,american (new)
2675,american (traditional)
2676,american (traditional)
2677,chinese
2678,canadian (new)
2679,italian
2680,american (new)
2681,american (new)
2682,american (traditional)
2683,thai
2684,chinese
2685,mexican
2686,american (traditional)
2687,american (traditional)
2688,chinese
2689,american (traditional)
2690,chinese
2691,italian
2692,american (traditional)
2693,mexican
2694,mexican
2695,mexican
2696,american (new)
2697,american (traditional)
2698,mexican
2699,canadian (new)
2700,mexican
2701,american (traditional)
2702,canadian (new)
2703,chinese
2704,italian
2705,american (traditional)
2706,american (new)
2707,chinese
2708,italian
2709,american (traditional)
2710,american (traditional)
2711,chinese
2712,american (traditional)
2713,chinese
2714,italian
2715,american (traditional)
2716,mexican
2717,italian
2718,chinese
2719,italian
2720,american (traditional)
2721,american (traditional)
2722,american (new)
2723,mexican
2724,american (traditional)
2725,mexican
2726,italian
2727,american (new)
2728,american (traditional)
2729,mediterranean
2730,american (traditional)
2731,chinese
2732,chinese
2733,american (traditional)
2734,thai
2735,american (new)
2736,mexican
2737,mexican
2738,american (traditional)
2739,american (new)
2740,mexican
2741,mediterranean
2742,american (new)
2743,american (traditional)
2744,american (traditional)
2745,italian
2746,japanese
2747,chinese
2748,american (new)
2749,italian
2750,mexican
2751,chinese
2752,mexican
2753,italian
2754,italian
2755,american (new)
2756,chinese
2757,italian
2758,american (traditional)
2759,american (new)
2760,american (traditional)
2761,american (traditional)
2762,mexican
2763,american (traditional)
2764,mediterranean
2765,chinese
2766,chinese
2767,mexican
2768,chinese
2769,mexican
2770,american (traditional)
2771,canadian (new)
2772,mexican
2773,mexican
2774,mediterranean
2775,mediterranean
2776,mexican
2777,japanese
2778,chinese
2779,japanese
2780,chinese
2781,italian
2782,thai
2783,american (traditional)
2784,american (traditional)
2785,thai
2786,thai
2787,mexican
2788,american (new)
2789,chinese
2790,american (new)
2791,italian
2792,thai
2793,chinese
2794,mediterranean
2795,american (traditional)
2796,canadian (new)
2797,american (traditional)
2798,american (new)
2799,italian
2800,italian
2801,thai
2802,mexican
2803,american (new)
2804,italian
2805,mexican
2806,chinese
2807,chinese
2808,japanese
2809,canadian (new)
2810,chinese
2811,american (traditional)
2812,american (traditional)
2813,american (new)
2814,canadian (new)
2815,italian
2816,japanese
2817,american (traditional)
2818,american (traditional)
2819,american (traditional)
2820,american (new)
2821,mediterranean
2822,mediterranean
2823,american (traditional)
2824,american (new)
2825,italian
2826,japanese
2827,italian
2828,italian
2829,mediterranean
2830,italian
2831,mexican
2832,mediterranean
2833,italian
2834,mexican
2835,canadian (new)
2836,italian
2837,american (traditional)
2838,italian
2839,american (traditional)
2840,mexican
2841,mediterranean
2842,chinese
2843,italian
2844,canadian (new)
2845,canadian (new)
2846,mexican
2847,italian
2848,american (traditional)
2849,japanese
2850,chinese
2851,chinese
2852,american (new)
2853,mexican
2854,american (new)
2855,chinese
2856,american (new)
2857,italian
2858,american (traditional)
2859,mediterranean
2860,chinese
2861,american (new)
2862,canadian (new)
2863,japanese
2864,american (traditional)
2865,chinese
2866,american (new)
2867,mexican
2868,asian fusion
2869,chinese
2870,american (new)
2871,american (traditional)
2872,chinese
2873,american (traditional)
2874,american (traditional)
2875,mediterranean
2876,italian
2877,chinese
2878,chinese
2879,italian
2880,american (traditional)
2881,american (traditional)
2882,mexican
2883,mexican
2884,mexican
2885,american (traditional)
2886,japanese
2887,american (traditional)
2888,mexican
2889,chinese
2890,chinese
2891,american (new)
2892,italian
2893,japanese
2894,american (traditional)
2895,mediterranean
2896,asian fusion
2897,mexican
2898,american (new)
2899,asian fusion
2900,italian
2901,american (traditional)
2902,american (traditional)
2903,american (new)
2904,american (traditional)
2905,american (traditional)
2906,asian fusion
2907,italian
2908,asian fusion
2909,italian
2910,canadian (new)
2911,italian
2912,italian
2913,mexican
2914,mexican
2915,chinese
2916,mexican
2917,american (traditional)
2918,mediterranean
2919,thai
2920,mediterranean
2921,american (traditional)
2922,mexican
2923,chinese
2924,canadian (new)
2925,american (traditional)
2926,mediterranean
2927,american (traditional)
2928,chinese
2929,chinese
2930,american (traditional)
2931,mexican
2932,american (traditional)
2933,american (traditional)
2934,italian
2935,mediterranean
2936,chinese
2937,thai
2938,chinese
2939,american (traditional)
2940,italian
2941,mediterranean
2942,chinese
2943,american (traditional)
2944,american (new)
2945,mexican
2946,thai
2947,chinese
2948,italian
2949,chinese
2950,japanese
2951,mediterranean
2952,american (traditional)
2953,mediterranean
2954,asian fusion
2955,italian
2956,american (traditional)
2957,mexican
2958,italian
2959,mexican
2960,italian
2961,italian
2962,american (traditional)
2963,italian
2964,american (traditional)
2965,chinese
2966,italian
2967,italian
2968,mediterranean
2969,canadian (new)
2970,american (traditional)
2971,american (traditional)
2972,mediterranean
2973,chinese
2974,american (traditional)
2975,chinese
2976,american (new)
2977,italian
2978,japanese
2979,italian
2980,chinese
2981,chinese
2982,mexican
2983,american (traditional)
2984,thai
2985,american (traditional)
2986,american (traditional)
2987,american (traditional)
2988,american (new)
2989,american (traditional)
2990,canadian (new)
2991,mexican
2992,japanese
2993,japanese
2994,mexican
2995,italian
2996,italian
2997,american (traditional)
2998,american (new)
2999,american (new)
3000,mexican
3001,chinese
3002,american (traditional)
3003,american (traditional)
3004,american (new)
3005,italian
3006,chinese
3007,chinese
3008,american (traditional)
3009,mexican
3010,american (traditional)
3011,american (traditional)
3012,mexican
3013,italian
3014,mexican
3015,italian
3016,chinese
3017,japanese
3018,thai
3019,american (traditional)
3020,mexican
3021,thai
3022,thai
3023,american (traditional)
3024,american (traditional)
3025,american (traditional)
3026,american (new)
3027,thai
3028,american (traditional)
3029,american (new)
3030,japanese
3031,mediterranean
3032,mexican
3033,chinese
3034,chinese
3035,chinese
3036,american (new)
3037,chinese
3038,italian
3039,japanese
3040,italian
3041,american (traditional)
3042,american (new)
3043,japanese
3044,american (traditional)
3045,american (new)
3046,italian
3047,american (new)
3048,american (traditional)
3049,mexican
3050,chinese
3051,american (traditional)
3052,italian
3053,chinese
3054,american (traditional)
3055,italian
3056,chinese
3057,american (traditional)
3058,american (new)
3059,mexican
3060,chinese
3061,mexican
3062,italian
3063,mexican
3064,asian fusion
3065,italian
3066,american (traditional)
3067,italian
3068,american (traditional)
3069,american (traditional)
3070,american (traditional)
3071,chinese
3072,mediterranean
3073,mexican
3074,mexican
3075,american (traditional)
3076,american (traditional)
3077,chinese
3078,italian
3079,chinese
3080,italian
3081,japanese
3082,american (traditional)
3083,mexican
3084,mexican
3085,mexican
3086,mexican
3087,chinese
3088,american (traditional)
3089,chinese
3090,canadian (new)
3091,mexican
3092,american (traditional)
3093,american (traditional)
3094,asian fusion
3095,american (traditional)
3096,japanese
3097,mediterranean
3098,italian
3099,american (new)
3100,mexican
3101,mexican
3102,american (traditional)
3103,mexican
3104,american (traditional)
3105,american (traditional)
3106,japanese
3107,american (traditional)
3108,chinese
3109,chinese
3110,mediterranean
3111,chinese
3112,american (traditional)
3113,chinese
3114,mexican
3115,mediterranean
3116,american (traditional)
3117,american (traditional)
3118,mexican
3119,american (traditional)
3120,american (traditional)
3121,chinese
3122,italian
3123,mexican
3124,mexican
3125,mediterranean
3126,american (new)
3127,mexican
3128,italian
3129,mediterranean
3130,mexican
3131,thai
3132,chinese
3133,american (traditional)
3134,american (traditional)
3135,american (traditional)
3136,japanese
3137,italian
3138,american (traditional)
3139,american (traditional)
3140,american (new)
3141,chinese
3142,american (traditional)
3143,american (new)
3144,american (new)
3145,american (traditional)
3146,american (new)
3147,american (traditional)
3148,american (traditional)
3149,american (traditional)
3150,mexican
3151,american (new)
3152,chinese
3153,thai
3154,mediterranean
3155,japanese
3156,mediterranean
3157,japanese
3158,american (traditional)
3159,chinese
3160,american (traditional)
3161,mexican
3162,mexican
3163,chinese
3164,american (new)
3165,mediterranean
3166,mexican
3167,american (new)
3168,italian
3169,american (traditional)
3170,mexican
3171,american (traditional)
3172,american (traditional)
3173,canadian (new)
3174,american (traditional)
3175,mediterranean
3176,american (traditional)
3177,italian
3178,american (traditional)
3179,mediterranean
3180,asian fusion
3181,chinese
3182,japanese
3183,asian fusion
3184,american (traditional)
3185,canadian (new)
3186,thai
3187,american (new)
3188,american (new)
3189,mexican
3190,italian
3191,italian
3192,italian
3193,mediterranean
3194,american (traditional)
3195,mexican
3196,american (new)
3197,italian
3198,asian fusion
3199,mexican
3200,italian
3201,mexican
3202,american (new)
3203,american (traditional)
3204,chinese
3205,thai
3206,american (traditional)
3207,italian
3208,japanese
3209,thai
3210,mexican
3211,american (new)
3212,chinese
3213,mexican
3214,italian
3215,mediterranean
3216,mediterranean
3217,italian
3218,american (traditional)
3219,japanese
3220,canadian (new)
3221,japanese
3222,american (new)
3223,american (new)
3224,american (new)
3225,american (traditional)
3226,american (traditional)
3227,american (new)
3228,mediterranean
3229,american (traditional)
3230,american (new)
3231,italian
3232,thai
3233,american (traditional)
3234,mexican
3235,american (traditional)
3236,asian fusion
3237,american (traditional)
3238,mexican
3239,mexican
3240,american (traditional)
3241,mexican
3242,american (traditional)
3243,american (traditional)
3244,mexican
3245,mexican
3246,american (traditional)
3247,mexican
3248,chinese
3249,mexican
3250,american (new)
3251,american (new)
3252,american (traditional)
3253,american (new)
3254,mexican
3255,italian
3256,american (traditional)
3257,mexican
3258,chinese
3259,mexican
3260,mexican
3261,italian
3262,mexican
3263,chinese
3264,american (new)
3265,japanese
3266,american (traditional)
3267,american (new)
3268,chinese
3269,american (new)
3270,japanese
3271,italian
3272,mexican
3273,italian
3274,italian
3275,chinese
3276,american (traditional)
3277,chinese
3278,american (traditional)
3279,mexican
3280,american (new)
3281,japanese
3282,mediterranean
3283,mexican
3284,chinese
3285,american (traditional)
3286,italian
3287,italian
3288,thai
3289,chinese
3290,american (new)
3291,american (traditional)
3292,italian
3293,mexican
3294,american (traditional)
3295,chinese
3296,american (traditional)
3297,italian
3298,thai
3299,american (traditional)
3300,american (traditional)
3301,mexican
3302,japanese
3303,american (traditional)
3304,american (traditional)
3305,mexican
3306,chinese
3307,chinese
3308,american (new)
3309,american (traditional)
3310,american (new)
3311,american (traditional)
3312,asian fusion
3313,chinese
3314,japanese
3315,chinese
3316,mexican
3317,american (traditional)
3318,american (new)
3319,mexican
3320,mexican
3321,american (traditional)
3322,american (new)
3323,american (traditional)
3324,mexican
3325,american (traditional)
3326,american (traditional)
3327,american (new)
3328,mexican
3329,american (new)
3330,american (new)
3331,chinese
3332,italian
3333,italian
3334,chinese
3335,chinese
3336,italian
3337,american (traditional)
3338,chinese
3339,american (traditional)
3340,italian
3341,mediterranean
3342,chinese
3343,american (traditional)
3344,american (new)
3345,american (traditional)
3346,american (traditional)
3347,italian
3348,thai
3349,japanese
3350,japanese
3351,american (traditional)
3352,american (traditional)
3353,chinese
3354,american (new)
3355,american (traditional)
3356,mexican
3357,italian
3358,american (new)
3359,japanese
3360,mexican
3361,chinese
3362,american (traditional)
3363,mexican
3364,american (traditional)
3365,mediterranean
3366,chinese
3367,italian
3368,american (traditional)
3369,american (traditional)
3370,american (new)
3371,thai
3372,italian
3373,american (traditional)
3374,canadian (new)
3375,italian
3376,american (new)
3377,italian
3378,mediterranean
3379,italian
3380,chinese
3381,american (traditional)
3382,mexican
3383,mexican
3384,american (new)
3385,italian
3386,american (new)
3387,mexican
3388,american (new)
3389,thai
3390,american (traditional)
3391,american (traditional)
3392,japanese
3393,mediterranean
3394,mexican
3395,chinese
3396,american (new)
3397,mexican
3398,mexican
3399,italian
3400,american (new)
3401,american (traditional)
3402,italian
3403,american (traditional)
3404,american (traditional)
3405,american (traditional)
3406,mexican
3407,japanese
3408,japanese
3409,asian fusion
3410,italian
3411,american (traditional)
3412,italian
3413,mexican
3414,american (traditional)
3415,japanese
3416,italian
3417,japanese
3418,american (traditional)
3419,chinese
3420,italian
3421,chinese
3422,american (traditional)
3423,japanese
3424,chinese
3425,mexican
3426,mexican
3427,italian
3428,mediterranean
3429,chinese
3430,american (new)
3431,italian
3432,american (new)
3433,japanese
3434,american (traditional)
3435,american (traditional)
3436,italian
3437,chinese
3438,american (new)
3439,american (new)
3440,american (new)
3441,mediterranean
3442,japanese
3443,chinese
3444,chinese
3445,american (traditional)
3446,american (new)
3447,american (traditional)
3448,american (traditional)
3449,japanese
3450,american (traditional)
3451,mediterranean
3452,mediterranean
3453,american (new)
3454,american (new)
3455,italian
3456,italian
3457,chinese
3458,italian
3459,thai
3460,american (traditional)
3461,mexican
3462,mexican
3463,chinese
3464,mediterranean
3465,italian
3466,japanese
3467,chinese
3468,chinese
3469,chinese
3470,chinese
3471,american (new)
3472,american (traditional)
3473,american (new)
3474,american (traditional)
3475,thai
3476,mediterranean
3477,american (new)
3478,mexican
3479,american (new)
3480,american (traditional)
3481,chinese
3482,mexican
3483,italian
3484,american (traditional)
3485,japanese
3486,chinese
3487,japanese
3488,american (traditional)
3489,chinese
3490,japanese
3491,american (traditional)
3492,mexican
3493,american (new)
3494,chinese
3495,mexican
3496,italian
3497,japanese
3498,italian
3499,italian
3500,thai
3501,american (traditional)
3502,mexican
3503,chinese
3504,italian
3505,canadian (new)
3506,chinese
3507,japanese
3508,italian
3509,italian
3510,italian
3511,chinese
3512,mexican
3513,italian
3514,american (traditional)
3515,thai
3516,mexican
3517,mediterranean
3518,italian
3519,american (traditional)
3520,mediterranean
3521,american (traditional)
3522,thai
3523,thai
3524,american (new)
3525,american (traditional)
3526,canadian (new)
3527,chinese
3528,american (traditional)
3529,american (new)
3530,chinese
3531,japanese
3532,american (traditional)
3533,american (traditional)
3534,american (new)
3535,chinese
3536,mexican
3537,chinese
3538,mexican
3539,chinese
3540,italian
3541,mexican
3542,canadian (new)
3543,american (traditional)
3544,american (traditional)
3545,asian fusion
3546,thai
3547,american (new)
3548,american (traditional)
3549,chinese
3550,chinese
3551,american (traditional)
3552,mexican
3553,japanese
3554,american (new)
3555,italian
3556,italian
3557,american (traditional)
3558,american (traditional)
3559,american (traditional)
3560,canadian (new)
3561,american (traditional)
3562,chinese
3563,mexican
3564,american (traditional)
3565,american (traditional)
3566,mediterranean
3567,chinese
3568,italian
3569,american (traditional)
3570,american (traditional)
3571,italian
3572,italian
3573,american (traditional)
3574,chinese
3575,chinese
3576,american (traditional)
3577,american (traditional)
3578,italian
3579,italian
3580,american (traditional)
3581,chinese
3582,chinese
3583,american (new)
3584,thai
3585,american (new)
3586,italian
3587,italian
3588,chinese
3589,american (new)
3590,chinese
3591,mediterranean
3592,italian
3593,italian
3594,mexican
3595,american (new)
3596,canadian (new)
3597,american (new)
3598,american (traditional)
3599,american (traditional)
3600,american (traditional)
3601,japanese
3602,italian
3603,thai
3604,chinese
3605,american (traditional)
3606,american (traditional)
3607,american (traditional)
3608,italian
3609,canadian (new)
3610,american (new)
3611,american (traditional)
3612,mexican
3613,canadian (new)
3614,american (traditional)
3615,chinese
3616,japanese
3617,japanese
3618,thai
3619,mexican
3620,thai
3621,chinese
3622,mexican
3623,american (traditional)
3624,chinese
3625,chinese
3626,italian
3627,mexican
3628,american (traditional)
3629,mexican
3630,american (traditional)
3631,mediterranean
3632,american (traditional)
3633,american (traditional)
3634,american (traditional)
3635,american (traditional)
3636,thai
3637,japanese
3638,japanese
3639,mexican
3640,mexican
3641,italian
3642,american (new)
3643,american (traditional)
3644,american (traditional)
3645,italian
3646,mexican
3647,chinese
3648,italian
3649,american (traditional)
3650,asian fusion
3651,american (traditional)
3652,japanese
3653,american (traditional)
3654,american (new)
3655,chinese
3656,american (traditional)
3657,american (traditional)
3658,mexican
3659,italian
3660,american (new)
3661,american (traditional)
3662,italian
3663,mexican
3664,italian
3665,mexican
3666,japanese
3667,american (traditional)
3668,chinese
3669,american (traditional)
